cell_id,cell_type
86_1234,Cancer Epithelial
86_1236,Cancer Epithelial
86_1237,Cancer Epithelial
86_1238,Cancer Epithelial
86_1239,Cancer Epithelial
86_1240,Cancer Epithelial
86_1243,Cancer Epithelial
86_1244,Cancer Epithelial
86_1246,Cancer Epithelial
86_1248,Cancer Epithelial
86_1250,Cancer Epithelial
86_1251,Cancer Epithelial
86_1252,Cancer Epithelial
86_1253,Cancer Epithelial
86_1254,Cancer Epithelial
86_1255,Cancer Epithelial
86_1256,Cancer Epithelial
86_1257,Cancer Epithelial
86_1258,Cancer Epithelial
86_1259,Cancer Epithelial
86_1260,Cancer Epithelial
86_1262,Cancer Epithelial
86_1263,Cancer Epithelial
86_1264,Cancer Epithelial
86_1267,Cancer Epithelial
86_1268,Cancer Epithelial
86_1269,Cancer Epithelial
86_1270,Cancer Epithelial
86_1271,Cancer Epithelial
86_1272,Cancer Epithelial
86_1273,Cancer Epithelial
86_1274,Cancer Epithelial
86_1276,Cancer Epithelial
86_1279,Cancer Epithelial
86_1282,Cancer Epithelial
86_1283,Cancer Epithelial
86_1284,Cancer Epithelial
86_1287,Cancer Epithelial
86_1290,Cancer Epithelial
86_1291,Cancer Epithelial
86_1292,Cancer Epithelial
86_1295,Cancer Epithelial
86_1298,Cancer Epithelial
86_1300,T-cells
86_1302,Cancer Epithelial
86_1303,Cancer Epithelial
86_1305,Cancer Epithelial
86_1306,Cancer Epithelial
86_1307,Cancer Epithelial
86_1308,Cancer Epithelial
86_1309,Cancer Epithelial
86_1310,Cancer Epithelial
86_1311,Cancer Epithelial
86_1312,Cancer Epithelial
86_1313,Cancer Epithelial
86_1315,Cancer Epithelial
86_1317,Cancer Epithelial
86_1320,Cancer Epithelial
86_1321,Cancer Epithelial
86_1322,Cancer Epithelial
86_1324,Cancer Epithelial
86_1325,Cancer Epithelial
86_1326,Cancer Epithelial
86_1328,Cancer Epithelial
86_1330,Cancer Epithelial
86_1331,Cancer Epithelial
86_1332,Cancer Epithelial
86_1334,Cancer Epithelial
86_1339,Cancer Epithelial
86_1340,Cancer Epithelial
86_1341,Cancer Epithelial
86_1343,Cancer Epithelial
86_1344,Cancer Epithelial
86_1345,Cancer Epithelial
86_1346,Cancer Epithelial
86_1347,Cancer Epithelial
86_1349,Cancer Epithelial
86_1350,Cancer Epithelial
86_1352,Cancer Epithelial
86_1353,Cancer Epithelial
86_1354,Cancer Epithelial
86_1355,Cancer Epithelial
86_1356,Cancer Epithelial
86_1360,Cancer Epithelial
86_1362,Cancer Epithelial
86_1363,Cancer Epithelial
86_1364,Cancer Epithelial
86_1365,Cancer Epithelial
86_1366,Cancer Epithelial
86_1367,Cancer Epithelial
86_1369,Cancer Epithelial
86_1371,Cancer Epithelial
86_1373,Cancer Epithelial
86_1375,Cancer Epithelial
86_1376,Cancer Epithelial
86_1377,Cancer Epithelial
86_1381,Cancer Epithelial
86_1386,Cancer Epithelial
86_1392,Cancer Epithelial
86_1393,Cancer Epithelial
86_1394,Cancer Epithelial
86_1396,Cancer Epithelial
86_1397,Cancer Epithelial
86_1401,Cancer Epithelial
86_1403,Cancer Epithelial
86_1406,Cancer Epithelial
86_1410,Cancer Epithelial
86_1412,Cancer Epithelial
86_1413,Cancer Epithelial
86_1414,Cancer Epithelial
86_1415,Cancer Epithelial
86_1416,Cancer Epithelial
86_1417,Cancer Epithelial
86_1418,Cancer Epithelial
86_1421,Cancer Epithelial
86_1423,Cancer Epithelial
86_1424,Cancer Epithelial
86_1426,Cancer Epithelial
86_1429,Cancer Epithelial
86_1433,Cancer Epithelial
86_1434,Cancer Epithelial
86_1435,Cancer Epithelial
86_1440,Cancer Epithelial
86_1442,Cancer Epithelial
86_1443,Cancer Epithelial
86_1444,Cancer Epithelial
86_1445,Cancer Epithelial
86_1451,Cancer Epithelial
86_1452,Cancer Epithelial
86_1453,Cancer Epithelial
86_1454,Cancer Epithelial
86_1455,Cancer Epithelial
86_1456,Cancer Epithelial
86_1459,Cancer Epithelial
86_1465,Cancer Epithelial
86_1466,Cancer Epithelial
86_1468,Cancer Epithelial
86_1470,Cancer Epithelial
86_1473,Cancer Epithelial
86_1475,Cancer Epithelial
86_1476,Cancer Epithelial
86_1478,Cancer Epithelial
86_1479,Cancer Epithelial
86_1480,Cancer Epithelial
86_1481,Cancer Epithelial
86_1482,Cancer Epithelial
86_1484,Cancer Epithelial
86_1487,Cancer Epithelial
86_1489,Cancer Epithelial
86_1490,Cancer Epithelial
86_1491,Cancer Epithelial
86_1492,Cancer Epithelial
86_1493,Cancer Epithelial
86_1495,Cancer Epithelial
86_1497,Cancer Epithelial
86_1498,Cancer Epithelial
86_1502,Cancer Epithelial
86_1505,Cancer Epithelial
86_1509,Cancer Epithelial
86_1510,Cancer Epithelial
86_1511,Cancer Epithelial
86_1513,Cancer Epithelial
86_1515,Cancer Epithelial
86_1522,Cancer Epithelial
86_1528,Cancer Epithelial
86_1534,Cancer Epithelial
86_1535,Cancer Epithelial
86_1537,Cancer Epithelial
86_1538,Cancer Epithelial
86_1539,Cancer Epithelial
86_1542,Cancer Epithelial
86_1545,Cancer Epithelial
86_1550,Cancer Epithelial
86_1551,Plasmablasts
86_1553,Cancer Epithelial
86_1554,Cancer Epithelial
86_1555,Cancer Epithelial
86_1556,Cancer Epithelial
86_1557,Cancer Epithelial
86_1563,Cancer Epithelial
86_1564,Cancer Epithelial
86_1566,Cancer Epithelial
86_1571,Cancer Epithelial
86_1572,Cancer Epithelial
86_1574,Cancer Epithelial
86_1578,Cancer Epithelial
86_1580,Cancer Epithelial
86_1582,Cancer Epithelial
86_1583,Cancer Epithelial
86_1587,Cancer Epithelial
86_1589,Cancer Epithelial
86_1590,Cancer Epithelial
86_1592,Cancer Epithelial
86_1598,Cancer Epithelial
86_1599,Cancer Epithelial
86_1600,Cancer Epithelial
86_1602,Cancer Epithelial
86_1603,Cancer Epithelial
86_1606,Cancer Epithelial
86_1607,Cancer Epithelial
86_1609,Cancer Epithelial
86_1612,Cancer Epithelial
86_1618,Cancer Epithelial
86_1634,Cancer Epithelial
86_1640,Cancer Epithelial
86_1643,Cancer Epithelial
86_1644,Cancer Epithelial
86_1652,Cancer Epithelial
86_1655,Cancer Epithelial
86_1656,Cancer Epithelial
86_1660,Cancer Epithelial
86_1662,Cancer Epithelial
86_1664,Cancer Epithelial
86_1667,Endothelial
86_1669,Cancer Epithelial
86_1670,Cancer Epithelial
86_1673,Cancer Epithelial
86_1675,Cancer Epithelial
86_1677,Cancer Epithelial
86_1678,Cancer Epithelial
86_1679,Cancer Epithelial
86_1680,Cancer Epithelial
86_1681,Cancer Epithelial
86_1688,Cancer Epithelial
86_1689,Cancer Epithelial
86_1690,Cancer Epithelial
86_1692,Cancer Epithelial
86_1696,Cancer Epithelial
86_1700,Cancer Epithelial
86_1703,Cancer Epithelial
86_1705,T-cells
86_1706,Cancer Epithelial
86_1708,Cancer Epithelial
86_1709,Cancer Epithelial
86_1710,Cancer Epithelial
86_1712,Cancer Epithelial
86_1715,Cancer Epithelial
86_1716,Cancer Epithelial
86_1717,Cancer Epithelial
86_1719,Cancer Epithelial
86_1720,Cancer Epithelial
86_1721,Cancer Epithelial
86_1722,CAFs
86_1725,Cancer Epithelial
86_1726,CAFs
86_1729,Cancer Epithelial
86_1730,Cancer Epithelial
86_1731,Cancer Epithelial
86_1732,Cancer Epithelial
86_1733,Cancer Epithelial
86_1734,Cancer Epithelial
86_1735,Cancer Epithelial
86_1736,Cancer Epithelial
86_1739,Cancer Epithelial
86_1741,Cancer Epithelial
86_1744,Cancer Epithelial
86_1746,Cancer Epithelial
86_1747,Cancer Epithelial
86_1749,Cancer Epithelial
86_1750,Cancer Epithelial
86_1751,Cancer Epithelial
86_1753,Cancer Epithelial
86_1754,Cancer Epithelial
86_1756,Cancer Epithelial
86_1758,Cancer Epithelial
86_1761,Cancer Epithelial
86_1762,Cancer Epithelial
86_1767,Cancer Epithelial
86_1768,Cancer Epithelial
86_1769,PVL
86_1770,Cancer Epithelial
86_1771,Cancer Epithelial
86_1772,Cancer Epithelial
86_1773,Cancer Epithelial
86_1774,Cancer Epithelial
86_1775,Cancer Epithelial
86_1776,Endothelial
86_1777,Cancer Epithelial
86_1778,Cancer Epithelial
86_1779,Cancer Epithelial
86_1780,CAFs
86_1781,Cancer Epithelial
86_1782,Cancer Epithelial
86_1783,Cancer Epithelial
86_1785,Cancer Epithelial
86_1786,Plasmablasts
86_1787,Cancer Epithelial
86_1788,Cancer Epithelial
86_1789,Cancer Epithelial
86_1790,Cancer Epithelial
86_1791,Cancer Epithelial
86_1793,Cancer Epithelial
86_1794,Cancer Epithelial
86_1796,Cancer Epithelial
86_1797,Cancer Epithelial
86_1798,PVL
86_1799,Cancer Epithelial
86_1800,Cancer Epithelial
86_1801,Endothelial
86_1803,Endothelial
86_1804,Cancer Epithelial
86_1805,Cancer Epithelial
86_1807,Cancer Epithelial
86_1808,Cancer Epithelial
86_1809,Cancer Epithelial
86_1810,Cancer Epithelial
87_1,Cancer Epithelial
87_2,Cancer Epithelial
87_3,Cancer Epithelial
87_4,Normal Epithelial
87_5,Cancer Epithelial
87_6,Cancer Epithelial
87_7,Cancer Epithelial
87_8,Cancer Epithelial
87_9,Cancer Epithelial
87_11,Cancer Epithelial
87_12,Cancer Epithelial
87_14,CAFs
87_15,Cancer Epithelial
87_16,CAFs
87_17,Cancer Epithelial
87_18,Cancer Epithelial
87_19,CAFs
87_20,CAFs
87_21,Cancer Epithelial
87_22,PVL
87_23,Cancer Epithelial
87_24,Cancer Epithelial
87_25,Cancer Epithelial
87_26,CAFs
87_28,Cancer Epithelial
87_29,Cancer Epithelial
87_30,Endothelial
87_31,Cancer Epithelial
87_32,Cancer Epithelial
87_35,Cancer Epithelial
87_36,Cancer Epithelial
87_37,Cancer Epithelial
87_38,Cancer Epithelial
87_39,Cancer Epithelial
87_40,Cancer Epithelial
87_41,Cancer Epithelial
87_42,Cancer Epithelial
87_43,Cancer Epithelial
87_44,CAFs
87_45,Cancer Epithelial
87_46,Cancer Epithelial
87_47,Cancer Epithelial
87_48,CAFs
87_50,CAFs
87_51,Cancer Epithelial
87_53,Cancer Epithelial
87_54,Cancer Epithelial
87_55,Cancer Epithelial
87_56,Cancer Epithelial
87_57,Cancer Epithelial
87_58,PVL
87_59,PVL
87_60,CAFs
87_61,Cancer Epithelial
87_62,CAFs
87_63,Cancer Epithelial
87_64,Cancer Epithelial
87_65,Cancer Epithelial
87_66,Cancer Epithelial
87_67,Cancer Epithelial
87_68,Cancer Epithelial
87_69,Cancer Epithelial
87_70,Cancer Epithelial
87_72,Cancer Epithelial
87_73,CAFs
87_74,Cancer Epithelial
87_75,CAFs
87_76,Cancer Epithelial
87_77,Cancer Epithelial
87_78,CAFs
87_79,CAFs
87_80,Cancer Epithelial
87_82,Cancer Epithelial
87_83,PVL
87_84,Cancer Epithelial
87_85,Cancer Epithelial
87_86,Cancer Epithelial
87_87,Cancer Epithelial
87_88,CAFs
87_90,Cancer Epithelial
87_91,Cancer Epithelial
87_92,Cancer Epithelial
87_93,Cancer Epithelial
87_95,Cancer Epithelial
87_96,Cancer Epithelial
87_97,PVL
87_98,Cancer Epithelial
87_99,Cancer Epithelial
87_100,Cancer Epithelial
87_101,PVL
87_102,Plasmablasts
87_103,Cancer Epithelial
87_104,Cancer Epithelial
87_105,Cancer Epithelial
87_106,Cancer Epithelial
87_107,Cancer Epithelial
87_108,Cancer Epithelial
87_109,Cancer Epithelial
87_110,CAFs
87_111,CAFs
87_112,Cancer Epithelial
87_113,Cancer Epithelial
87_114,Cancer Epithelial
87_115,Cancer Epithelial
87_116,Endothelial
87_117,Cancer Epithelial
87_118,Cancer Epithelial
87_119,CAFs
87_120,Cancer Epithelial
87_121,Cancer Epithelial
87_122,CAFs
87_123,Cancer Epithelial
87_124,Cancer Epithelial
87_125,Cancer Epithelial
87_126,Cancer Epithelial
87_127,CAFs
87_128,Cancer Epithelial
87_130,Cancer Epithelial
87_131,CAFs
87_132,CAFs
87_133,Endothelial
87_134,Cancer Epithelial
87_135,Cancer Epithelial
87_136,Cancer Epithelial
87_137,Cancer Epithelial
87_139,CAFs
87_140,Cancer Epithelial
87_141,Cancer Epithelial
87_142,Cancer Epithelial
87_143,Cancer Epithelial
87_144,Cancer Epithelial
87_145,Cancer Epithelial
87_146,CAFs
87_147,Cancer Epithelial
87_148,Cancer Epithelial
87_149,Cancer Epithelial
87_150,Cancer Epithelial
87_151,CAFs
87_152,Cancer Epithelial
87_153,Cancer Epithelial
87_154,PVL
87_155,Cancer Epithelial
87_156,Cancer Epithelial
87_157,Cancer Epithelial
87_158,Cancer Epithelial
87_160,Cancer Epithelial
87_161,CAFs
87_162,Cancer Epithelial
87_163,CAFs
87_164,Cancer Epithelial
87_165,Cancer Epithelial
87_166,Endothelial
87_168,Cancer Epithelial
87_169,CAFs
87_170,Cancer Epithelial
87_171,CAFs
87_172,Cancer Epithelial
87_173,Cancer Epithelial
87_174,Cancer Epithelial
87_175,Cancer Epithelial
87_176,Cancer Epithelial
87_177,Cancer Epithelial
87_178,Cancer Epithelial
87_179,CAFs
87_180,Cancer Epithelial
87_181,CAFs
87_182,Cancer Epithelial
87_183,CAFs
87_184,Cancer Epithelial
87_185,Cancer Epithelial
87_186,CAFs
87_187,CAFs
87_188,CAFs
87_189,CAFs
87_190,Cancer Epithelial
87_191,Cancer Epithelial
87_192,Cancer Epithelial
87_193,Cancer Epithelial
87_194,Cancer Epithelial
87_195,PVL
87_196,Cancer Epithelial
87_197,Cancer Epithelial
87_198,Cancer Epithelial
87_199,Cancer Epithelial
87_200,Cancer Epithelial
87_201,CAFs
87_202,Cancer Epithelial
87_204,CAFs
87_205,Cancer Epithelial
87_206,CAFs
87_207,Cancer Epithelial
87_208,Cancer Epithelial
87_209,Cancer Epithelial
87_210,Cancer Epithelial
87_211,Cancer Epithelial
87_212,Cancer Epithelial
87_213,PVL
87_214,Cancer Epithelial
87_215,CAFs
87_216,Cancer Epithelial
87_218,Cancer Epithelial
87_219,CAFs
87_220,Cancer Epithelial
87_221,Cancer Epithelial
87_222,Cancer Epithelial
87_223,Cancer Epithelial
87_224,Endothelial
87_225,CAFs
87_226,Cancer Epithelial
87_227,CAFs
87_228,Cancer Epithelial
87_229,CAFs
87_230,Cancer Epithelial
87_232,Cancer Epithelial
87_233,CAFs
87_234,CAFs
87_235,Cancer Epithelial
87_236,Cancer Epithelial
87_237,Cancer Epithelial
87_238,Cancer Epithelial
87_239,Cancer Epithelial
87_240,Cancer Epithelial
87_241,Cancer Epithelial
87_242,CAFs
87_243,Cancer Epithelial
87_245,Cancer Epithelial
87_246,Cancer Epithelial
87_247,Cancer Epithelial
87_248,PVL
87_249,Cancer Epithelial
87_250,CAFs
87_251,Cancer Epithelial
87_253,Myeloid
87_254,Cancer Epithelial
87_255,Cancer Epithelial
87_256,Cancer Epithelial
87_257,Cancer Epithelial
87_258,Cancer Epithelial
87_259,CAFs
87_260,Cancer Epithelial
87_261,Cancer Epithelial
87_262,Cancer Epithelial
87_263,CAFs
87_264,Cancer Epithelial
87_265,Cancer Epithelial
87_266,Cancer Epithelial
87_267,Cancer Epithelial
87_268,CAFs
87_269,Cancer Epithelial
87_270,Cancer Epithelial
87_271,Cancer Epithelial
87_272,Cancer Epithelial
87_273,Cancer Epithelial
87_274,Cancer Epithelial
87_275,Cancer Epithelial
87_276,CAFs
87_277,Cancer Epithelial
87_278,Cancer Epithelial
87_279,Cancer Epithelial
87_280,Cancer Epithelial
87_281,Cancer Epithelial
87_282,Cancer Epithelial
87_284,Cancer Epithelial
87_285,Cancer Epithelial
87_287,Cancer Epithelial
87_288,Cancer Epithelial
87_289,Cancer Epithelial
87_291,Cancer Epithelial
87_292,Cancer Epithelial
87_293,Cancer Epithelial
87_294,CAFs
87_295,Cancer Epithelial
87_296,Cancer Epithelial
87_297,CAFs
87_298,Cancer Epithelial
87_299,Cancer Epithelial
87_301,Cancer Epithelial
87_302,Cancer Epithelial
87_303,Cancer Epithelial
87_304,Cancer Epithelial
87_305,Cancer Epithelial
87_306,CAFs
87_307,Cancer Epithelial
87_308,CAFs
87_309,Cancer Epithelial
87_310,Cancer Epithelial
87_311,Cancer Epithelial
87_312,Cancer Epithelial
87_313,Cancer Epithelial
87_314,Cancer Epithelial
87_315,Cancer Epithelial
87_316,Cancer Epithelial
87_317,Cancer Epithelial
87_318,Cancer Epithelial
87_319,Cancer Epithelial
87_321,Cancer Epithelial
87_323,Cancer Epithelial
87_324,Cancer Epithelial
87_325,CAFs
87_326,Cancer Epithelial
87_327,Cancer Epithelial
87_328,Cancer Epithelial
87_329,Cancer Epithelial
87_330,Cancer Epithelial
87_331,Cancer Epithelial
87_332,CAFs
87_333,Cancer Epithelial
87_334,Endothelial
87_335,Cancer Epithelial
87_336,Cancer Epithelial
87_337,CAFs
87_338,Cancer Epithelial
87_339,PVL
87_340,Cancer Epithelial
87_341,Cancer Epithelial
87_342,Cancer Epithelial
87_343,Endothelial
87_344,Cancer Epithelial
87_345,Cancer Epithelial
87_346,Cancer Epithelial
87_347,Cancer Epithelial
87_348,Endothelial
87_349,CAFs
87_350,CAFs
87_351,Cancer Epithelial
87_352,PVL
87_353,Cancer Epithelial
87_354,Endothelial
87_355,Cancer Epithelial
87_356,Cancer Epithelial
87_357,Cancer Epithelial
87_358,Cancer Epithelial
87_359,Cancer Epithelial
87_360,Cancer Epithelial
87_361,Cancer Epithelial
87_362,CAFs
87_363,Cancer Epithelial
87_365,Cancer Epithelial
87_366,Cancer Epithelial
87_367,CAFs
87_368,Cancer Epithelial
87_369,Cancer Epithelial
87_370,Cancer Epithelial
87_371,Cancer Epithelial
87_372,Cancer Epithelial
87_373,Endothelial
87_374,Myeloid
87_375,Cancer Epithelial
87_376,Cancer Epithelial
87_377,Cancer Epithelial
87_379,Cancer Epithelial
87_380,Cancer Epithelial
87_381,Cancer Epithelial
87_382,Cancer Epithelial
87_383,Cancer Epithelial
87_384,Cancer Epithelial
87_385,PVL
87_386,Cancer Epithelial
87_387,Cancer Epithelial
87_389,Cancer Epithelial
87_390,Cancer Epithelial
87_391,Cancer Epithelial
87_392,Cancer Epithelial
87_393,Cancer Epithelial
87_394,Endothelial
87_395,Cancer Epithelial
87_396,CAFs
87_397,Cancer Epithelial
87_398,Cancer Epithelial
87_399,Cancer Epithelial
87_401,Cancer Epithelial
87_402,PVL
87_403,Cancer Epithelial
87_404,Cancer Epithelial
87_405,Cancer Epithelial
87_406,Cancer Epithelial
87_407,Cancer Epithelial
87_408,Cancer Epithelial
87_409,Cancer Epithelial
87_410,Cancer Epithelial
87_411,CAFs
87_412,CAFs
87_413,CAFs
87_414,Cancer Epithelial
87_415,Cancer Epithelial
87_416,Cancer Epithelial
87_417,Cancer Epithelial
87_419,Cancer Epithelial
87_420,Cancer Epithelial
87_421,CAFs
87_422,PVL
87_423,Cancer Epithelial
87_424,Cancer Epithelial
87_425,Cancer Epithelial
87_426,Cancer Epithelial
87_427,Cancer Epithelial
87_428,Cancer Epithelial
87_429,Cancer Epithelial
87_430,Cancer Epithelial
87_433,Cancer Epithelial
87_434,Cancer Epithelial
87_435,Cancer Epithelial
87_436,Cancer Epithelial
87_437,Cancer Epithelial
87_438,Cancer Epithelial
87_439,Cancer Epithelial
87_440,Endothelial
87_441,Cancer Epithelial
87_442,Cancer Epithelial
87_443,Cancer Epithelial
87_444,Cancer Epithelial
87_445,Cancer Epithelial
87_446,Endothelial
87_447,Cancer Epithelial
87_448,Cancer Epithelial
87_449,Cancer Epithelial
87_450,Cancer Epithelial
87_451,Cancer Epithelial
87_452,Cancer Epithelial
87_453,Cancer Epithelial
87_454,Cancer Epithelial
87_455,Cancer Epithelial
87_456,Cancer Epithelial
87_457,Cancer Epithelial
87_458,Cancer Epithelial
87_459,Cancer Epithelial
87_460,Cancer Epithelial
87_461,Cancer Epithelial
87_462,Cancer Epithelial
87_463,Endothelial
87_464,Cancer Epithelial
87_465,Cancer Epithelial
87_466,Endothelial
87_467,CAFs
87_468,Cancer Epithelial
87_469,Cancer Epithelial
87_470,Cancer Epithelial
87_471,Cancer Epithelial
87_472,Cancer Epithelial
87_473,Cancer Epithelial
87_474,Cancer Epithelial
87_475,Cancer Epithelial
87_476,Cancer Epithelial
87_477,CAFs
87_479,Cancer Epithelial
87_480,Cancer Epithelial
87_481,Cancer Epithelial
87_483,Cancer Epithelial
87_484,Cancer Epithelial
87_485,Cancer Epithelial
87_487,Cancer Epithelial
87_489,Cancer Epithelial
87_490,CAFs
87_491,Cancer Epithelial
87_492,Cancer Epithelial
87_493,Cancer Epithelial
87_494,Cancer Epithelial
87_495,Cancer Epithelial
87_496,Cancer Epithelial
87_497,Cancer Epithelial
87_498,Cancer Epithelial
87_499,Cancer Epithelial
87_500,Cancer Epithelial
87_501,Cancer Epithelial
87_503,Cancer Epithelial
87_504,Cancer Epithelial
87_505,Cancer Epithelial
87_506,Cancer Epithelial
87_507,Cancer Epithelial
87_511,CAFs
87_512,Cancer Epithelial
87_513,Cancer Epithelial
87_514,Cancer Epithelial
87_516,Cancer Epithelial
87_518,Cancer Epithelial
87_519,Cancer Epithelial
87_520,Cancer Epithelial
87_521,Cancer Epithelial
87_522,Cancer Epithelial
87_523,Cancer Epithelial
87_524,Cancer Epithelial
87_525,Cancer Epithelial
87_526,Cancer Epithelial
87_527,Cancer Epithelial
87_528,CAFs
87_529,Cancer Epithelial
87_530,Cancer Epithelial
87_531,Cancer Epithelial
87_532,Cancer Epithelial
87_533,Cancer Epithelial
87_534,CAFs
87_535,Cancer Epithelial
87_537,Cancer Epithelial
87_538,Cancer Epithelial
87_540,Cancer Epithelial
87_541,Cancer Epithelial
87_542,Cancer Epithelial
87_543,Cancer Epithelial
87_545,Cancer Epithelial
87_546,Cancer Epithelial
87_548,Cancer Epithelial
87_549,CAFs
87_550,Cancer Epithelial
87_552,CAFs
87_553,Cancer Epithelial
87_554,Cancer Epithelial
87_555,Cancer Epithelial
87_556,Cancer Epithelial
87_557,Cancer Epithelial
87_558,Cancer Epithelial
87_559,Cancer Epithelial
87_561,Endothelial
87_562,Cancer Epithelial
87_563,Cancer Epithelial
87_564,CAFs
87_566,CAFs
87_567,Cancer Epithelial
87_568,Cancer Epithelial
87_569,Cancer Epithelial
87_570,CAFs
87_571,Cancer Epithelial
87_572,Cancer Epithelial
87_573,Cancer Epithelial
87_574,Cancer Epithelial
87_575,Cancer Epithelial
87_576,Cancer Epithelial
87_579,Cancer Epithelial
87_580,Cancer Epithelial
87_581,Cancer Epithelial
87_582,Cancer Epithelial
87_583,Cancer Epithelial
87_584,Cancer Epithelial
87_585,Cancer Epithelial
87_586,Cancer Epithelial
87_587,Cancer Epithelial
87_588,Cancer Epithelial
87_589,CAFs
87_591,CAFs
87_592,Cancer Epithelial
87_593,CAFs
87_595,Cancer Epithelial
87_596,Cancer Epithelial
87_597,Cancer Epithelial
87_598,Cancer Epithelial
87_600,Cancer Epithelial
87_601,CAFs
87_602,Cancer Epithelial
87_603,Cancer Epithelial
87_604,Cancer Epithelial
87_605,Cancer Epithelial
87_606,Cancer Epithelial
87_609,Cancer Epithelial
87_610,Cancer Epithelial
87_611,CAFs
87_612,Cancer Epithelial
87_613,Cancer Epithelial
87_614,Cancer Epithelial
87_615,Cancer Epithelial
87_616,Cancer Epithelial
87_617,CAFs
87_618,Cancer Epithelial
87_619,Cancer Epithelial
87_620,Cancer Epithelial
87_621,Cancer Epithelial
87_622,Cancer Epithelial
87_623,Cancer Epithelial
87_624,Cancer Epithelial
87_626,Myeloid
87_627,Cancer Epithelial
87_628,Cancer Epithelial
87_629,Cancer Epithelial
87_630,Cancer Epithelial
87_631,Cancer Epithelial
87_632,Cancer Epithelial
87_633,Cancer Epithelial
87_634,Cancer Epithelial
87_635,Cancer Epithelial
87_637,Cancer Epithelial
87_638,Cancer Epithelial
87_640,Cancer Epithelial
87_641,Cancer Epithelial
87_642,Cancer Epithelial
87_643,Cancer Epithelial
87_644,Cancer Epithelial
87_645,Cancer Epithelial
87_646,Cancer Epithelial
87_647,Cancer Epithelial
87_648,Cancer Epithelial
87_649,Cancer Epithelial
87_650,CAFs
87_651,Cancer Epithelial
87_652,Cancer Epithelial
87_653,Cancer Epithelial
87_654,Cancer Epithelial
87_655,Cancer Epithelial
87_656,Cancer Epithelial
87_657,Cancer Epithelial
87_658,Cancer Epithelial
87_659,Cancer Epithelial
87_660,Cancer Epithelial
87_661,Cancer Epithelial
87_662,Cancer Epithelial
87_664,Cancer Epithelial
87_665,Cancer Epithelial
87_667,Cancer Epithelial
87_668,Cancer Epithelial
87_669,Cancer Epithelial
87_670,Cancer Epithelial
87_671,Cancer Epithelial
87_674,Cancer Epithelial
87_675,Normal Epithelial
87_676,Cancer Epithelial
87_678,Cancer Epithelial
87_679,Cancer Epithelial
87_680,Cancer Epithelial
87_681,Cancer Epithelial
87_682,Cancer Epithelial
87_683,Cancer Epithelial
87_684,Cancer Epithelial
87_685,Cancer Epithelial
87_686,Cancer Epithelial
87_687,Cancer Epithelial
87_688,CAFs
87_689,Cancer Epithelial
87_690,Cancer Epithelial
87_691,CAFs
87_693,Cancer Epithelial
87_694,Cancer Epithelial
87_695,Cancer Epithelial
87_696,Cancer Epithelial
87_697,Cancer Epithelial
87_698,Cancer Epithelial
87_699,Cancer Epithelial
87_701,Cancer Epithelial
87_702,Cancer Epithelial
87_703,Cancer Epithelial
87_704,Cancer Epithelial
87_706,Cancer Epithelial
87_707,Cancer Epithelial
87_708,Cancer Epithelial
87_709,Cancer Epithelial
87_710,CAFs
87_711,Cancer Epithelial
87_712,Cancer Epithelial
87_713,Cancer Epithelial
87_714,Cancer Epithelial
87_716,Cancer Epithelial
87_717,Cancer Epithelial
87_719,Cancer Epithelial
87_720,CAFs
87_721,Cancer Epithelial
87_722,Cancer Epithelial
87_723,CAFs
87_724,Cancer Epithelial
87_725,Cancer Epithelial
87_727,Cancer Epithelial
87_728,Cancer Epithelial
87_729,Cancer Epithelial
87_730,Cancer Epithelial
87_731,Cancer Epithelial
87_733,CAFs
87_734,Cancer Epithelial
87_735,Cancer Epithelial
87_736,Cancer Epithelial
87_737,Cancer Epithelial
87_738,CAFs
87_740,Cancer Epithelial
87_741,Cancer Epithelial
87_742,Cancer Epithelial
87_743,Cancer Epithelial
87_745,Cancer Epithelial
87_746,CAFs
87_747,Cancer Epithelial
87_748,Cancer Epithelial
87_749,CAFs
87_750,Cancer Epithelial
87_751,CAFs
87_752,Cancer Epithelial
87_753,Cancer Epithelial
87_754,Cancer Epithelial
87_755,Cancer Epithelial
87_756,Cancer Epithelial
87_757,Cancer Epithelial
87_758,Cancer Epithelial
87_759,CAFs
87_760,CAFs
87_761,Cancer Epithelial
87_762,Cancer Epithelial
87_763,Cancer Epithelial
87_764,Cancer Epithelial
87_767,CAFs
87_769,Cancer Epithelial
87_770,Cancer Epithelial
87_771,Cancer Epithelial
87_772,CAFs
87_773,CAFs
87_774,Cancer Epithelial
87_775,Cancer Epithelial
87_776,Cancer Epithelial
87_777,CAFs
87_778,Cancer Epithelial
87_779,Cancer Epithelial
87_780,Cancer Epithelial
87_781,CAFs
87_782,Cancer Epithelial
87_783,Cancer Epithelial
87_784,Cancer Epithelial
87_785,CAFs
87_786,CAFs
87_787,Cancer Epithelial
87_788,Cancer Epithelial
87_789,Cancer Epithelial
87_791,Cancer Epithelial
87_792,Cancer Epithelial
87_793,Cancer Epithelial
87_794,Cancer Epithelial
87_795,Cancer Epithelial
87_796,Cancer Epithelial
87_797,CAFs
87_798,Cancer Epithelial
87_799,Cancer Epithelial
87_800,Cancer Epithelial
87_801,Cancer Epithelial
87_802,Endothelial
87_803,Cancer Epithelial
